i,price,dP,A,D,S,prevA,prevD,prevS,split
1950,32,2,1,1,2,1,-1,1,train
1951,32,0,0,0,0,1,1,2,train
1952,32,0,0,0,0,0,0,0,train
1953,32,0,0,0,0,0,0,0,train
1954,32,0,0,0,0,0,0,0,train
1955,30,-2,1,-1,2,0,0,0,train
1956,30,0,0,0,0,1,-1,2,train
1957,33,3,1,1,3,0,0,0,train
1958,32,-1,1,-1,1,1,1,3,train
1959,37,5,1,1,5,1,-1,1,train
1960,37,0,0,0,0,1,1,5,train
1961,37,0,0,0,0,0,0,0,train
1962,38,1,1,1,1,0,0,0,train
1963,40,2,1,1,2,1,1,1,train
1964,40,0,0,0,0,1,1,2,train
1965,41,1,1,1,1,0,0,0,train
1966,42,1,1,1,1,1,1,1,train
1967,40,-2,1,-1,2,1,1,1,train
1968,41,1,1,1,1,1,-1,2,train
1969,39,-2,1,-1,2,1,1,1,train
1970,39,0,0,0,0,1,-1,2,train
1971,39,0,0,0,0,0,0,0,train
1972,40,1,1,1,1,0,0,0,train
1973,39,-1,1,-1,1,1,1,1,train
1974,40,1,1,1,1,1,-1,1,train
1975,40,0,0,0,0,1,1,1,train
1976,41,1,1,1,1,0,0,0,train
1977,41,0,0,0,0,1,1,1,train
1978,40,-1,1,-1,1,0,0,0,train
1979,39,-1,1,-1,1,1,-1,1,train
1980,40,1,1,1,1,1,-1,1,train
1981,39,-1,1,-1,1,1,1,1,train
1982,41,2,1,1,2,1,-1,1,train
1983,42,1,1,1,1,1,1,2,train
1984,41,-1,1,-1,1,1,1,1,train
1985,42,1,1,1,1,1,-1,1,train
1986,41,-1,1,-1,1,1,1,1,train
1987,41,0,0,0,0,1,-1,1,train
1988,41,0,0,0,0,0,0,0,train
1989,37,-4,1,-1,4,0,0,0,train
1990,38,1,1,1,1,1,-1,4,train
1991,37,-1,1,-1,1,1,1,1,train
1992,37,0,0,0,0,1,-1,1,train
1993,36,-1,1,-1,1,0,0,0,train
1994,35,-1,1,-1,1,1,-1,1,train
1995,37,2,1,1,2,1,-1,1,train
1996,38,1,1,1,1,1,1,2,train
1997,39,1,1,1,1,1,1,1,train
1998,40,1,1,1,1,1,1,1,train
1999,40,0,0,0,0,1,1,1,train
2000,41,1,1,1,1,0,0,0,train
2001,41,0,0,0,0,1,1,1,train
2002,42,1,1,1,1,0,0,0,train
2003,43,1,1,1,1,1,1,1,train
2004,41,-2,1,-1,2,1,1,1,train
2005,41,0,0,0,0,1,-1,2,train
2006,39,-2,1,-1,2,0,0,0,train
2007,39,0,0,0,0,1,-1,2,train
2008,39,0,0,0,0,0,0,0,train
2009,40,1,1,1,1,0,0,0,train
2010,39,-1,1,-1,1,1,1,1,train
2011,37,-2,1,-1,2,1,-1,1,train
2012,38,1,1,1,1,1,-1,2,train
2013,38,0,0,0,0,1,1,1,train
2014,38,0,0,0,0,0,0,0,train
2015,38,0,0,0,0,0,0,0,train
2016,39,1,1,1,1,0,0,0,train
2017,39,0,0,0,0,1,1,1,train
2018,40,1,1,1,1,0,0,0,train
2019,38,-2,1,-1,2,1,1,1,train
2020,39,1,1,1,1,1,-1,2,train
2021,37,-2,1,-1,2,1,1,1,train
2022,39,2,1,1,2,1,-1,2,train
2023,40,1,1,1,1,1,1,2,train
2024,39,-1,1,-1,1,1,1,1,train
2025,40,1,1,1,1,1,-1,1,train
2026,39,-1,1,-1,1,1,1,1,train
2027,38,-1,1,-1,1,1,-1,1,train
2028,39,1,1,1,1,1,-1,1,train
2029,38,-1,1,-1,1,1,1,1,train
2030,40,2,1,1,2,1,-1,1,train
2031,39,-1,1,-1,1,1,1,2,train
2032,40,1,1,1,1,1,-1,1,train
2033,39,-1,1,-1,1,1,1,1,train
2034,40,1,1,1,1,1,-1,1,train
2035,41,1,1,1,1,1,1,1,train
2036,40,-1,1,-1,1,1,1,1,train
2037,43,3,1,1,3,1,-1,1,train
2038,42,-1,1,-1,1,1,1,3,train
2039,43,1,1,1,1,1,-1,1,train
2040,42,-1,1,-1,1,1,1,1,train
2041,43,1,1,1,1,1,-1,1,train
2042,43,0,0,0,0,1,1,1,train
2043,46,3,1,1,3,0,0,0,train
2044,46,0,0,0,0,1,1,3,train
2045,46,0,0,0,0,0,0,0,train
2046,45,-1,1,-1,1,0,0,0,train
2047,48,3,1,1,3,1,-1,1,train
2048,48,0,0,0,0,1,1,3,train
2049,48,0,0,0,0,0,0,0,train
2050,49,1,1,1,1,0,0,0,train
2051,49,0,0,0,0,1,1,1,train
2052,50,1,1,1,1,0,0,0,train
2053,49,-1,1,-1,1,1,1,1,train
2054,49,0,0,0,0,1,-1,1,train
2055,50,1,1,1,1,0,0,0,train
2056,49,-1,1,-1,1,1,1,1,train
2057,48,-1,1,-1,1,1,-1,1,train
2058,47,-1,1,-1,1,1,-1,1,train
2059,47,0,0,0,0,1,-1,1,train
2060,48,1,1,1,1,0,0,0,train
2061,48,0,0,0,0,1,1,1,train
2062,44,-4,1,-1,4,0,0,0,train
2063,42,-2,1,-1,2,1,-1,4,train
2064,42,0,0,0,0,1,-1,2,train
2065,42,0,0,0,0,0,0,0,train
2066,42,0,0,0,0,0,0,0,train
2067,40,-2,1,-1,2,0,0,0,train
2068,44,4,1,1,4,1,-1,2,train
2069,43,-1,1,-1,1,1,1,4,train
2070,42,-1,1,-1,1,1,-1,1,train
2071,41,-1,1,-1,1,1,-1,1,train
2072,43,2,1,1,2,1,-1,1,train
2073,43,0,0,0,0,1,1,2,train
2074,42,-1,1,-1,1,0,0,0,train
2075,41,-1,1,-1,1,1,-1,1,train
2076,42,1,1,1,1,1,-1,1,train
2077,42,0,0,0,0,1,1,1,train
2078,41,-1,1,-1,1,0,0,0,train
2079,41,0,0,0,0,1,-1,1,train
2080,41,0,0,0,0,0,0,0,train
2081,42,1,1,1,1,0,0,0,train
2082,42,0,0,0,0,1,1,1,train
2083,44,2,1,1,2,0,0,0,train
2084,43,-1,1,-1,1,1,1,2,train
2085,40,-3,1,-1,3,1,-1,1,train
2086,40,0,0,0,0,1,-1,3,train
2087,40,0,0,0,0,0,0,0,train
2088,41,1,1,1,1,0,0,0,train
2089,41,0,0,0,0,1,1,1,train
2090,41,0,0,0,0,0,0,0,train
2091,39,-2,1,-1,2,0,0,0,train
2092,39,0,0,0,0,1,-1,2,train
2093,39,0,0,0,0,0,0,0,train
2094,40,1,1,1,1,0,0,0,train
2095,39,-1,1,-1,1,1,1,1,train
2096,40,1,1,1,1,1,-1,1,train
2097,42,2,1,1,2,1,1,1,train
2098,41,-1,1,-1,1,1,1,2,train
2099,38,-3,1,-1,3,1,-1,1,train
2100,36,-2,1,-1,2,1,-1,3,train
2101,37,1,1,1,1,1,-1,2,train
2102,37,0,0,0,0,1,1,1,train
2103,38,1,1,1,1,0,0,0,train
2104,38,0,0,0,0,1,1,1,train
2105,38,0,0,0,0,0,0,0,train
2106,38,0,0,0,0,0,0,0,train
2107,37,-1,1,-1,1,0,0,0,train
2108,36,-1,1,-1,1,1,-1,1,train
2109,37,1,1,1,1,1,-1,1,train
2110,35,-2,1,-1,2,1,1,1,train
2111,35,0,0,0,0,1,-1,2,train
2112,33,-2,1,-1,2,0,0,0,train
2113,34,1,1,1,1,1,-1,2,train
2114,36,2,1,1,2,1,1,1,train
2115,36,0,0,0,0,1,1,2,train
2116,35,-1,1,-1,1,0,0,0,train
2117,34,-1,1,-1,1,1,-1,1,train
2118,34,0,0,0,0,1,-1,1,train
2119,35,1,1,1,1,0,0,0,train
2120,33,-2,1,-1,2,1,1,1,train
2121,35,2,1,1,2,1,-1,2,train
2122,35,0,0,0,0,1,1,2,train
2123,36,1,1,1,1,0,0,0,train
2124,35,-1,1,-1,1,1,1,1,train
2125,36,1,1,1,1,1,-1,1,train
2126,36,0,0,0,0,1,1,1,train
2127,36,0,0,0,0,0,0,0,train
2128,35,-1,1,-1,1,0,0,0,train
2129,35,0,0,0,0,1,-1,1,train
2130,35,0,0,0,0,0,0,0,train
2131,33,-2,1,-1,2,0,0,0,train
2132,33,0,0,0,0,1,-1,2,train
2133,34,1,1,1,1,0,0,0,train
2134,32,-2,1,-1,2,1,1,1,train
2135,33,1,1,1,1,1,-1,2,train
2136,31,-2,1,-1,2,1,1,1,train
2137,30,-1,1,-1,1,1,-1,2,train
2138,32,2,1,1,2,1,-1,1,train
2139,33,1,1,1,1,1,1,2,train
2140,33,0,0,0,0,1,1,1,train
2141,30,-3,1,-1,3,0,0,0,train
2142,30,0,0,0,0,1,-1,3,train
2143,25,-5,1,-1,5,0,0,0,train
2144,26,1,1,1,1,1,-1,5,train
2145,26,0,0,0,0,1,1,1,train
2146,27,1,1,1,1,0,0,0,train
2147,27,0,0,0,0,1,1,1,train
2148,25,-2,1,-1,2,0,0,0,train
2149,25,0,0,0,0,1,-1,2,train
2150,25,0,0,0,0,0,0,0,train
2151,24,-1,1,-1,1,0,0,0,train
2152,24,0,0,0,0,1,-1,1,train
2153,22,-2,1,-1,2,0,0,0,train
2154,21,-1,1,-1,1,1,-1,2,train
2155,22,1,1,1,1,1,-1,1,train
2156,21,-1,1,-1,1,1,1,1,train
2157,19,-2,1,-1,2,1,-1,1,train
2158,18,-1,1,-1,1,1,-1,2,train
2159,20,2,1,1,2,1,-1,1,train
2160,22,2,1,1,2,1,1,2,train
2161,20,-2,1,-1,2,1,1,2,train
2162,21,1,1,1,1,1,-1,2,train
2163,21,0,0,0,0,1,1,1,train
2164,22,1,1,1,1,0,0,0,train
2165,21,-1,1,-1,1,1,1,1,train
2166,22,1,1,1,1,1,-1,1,train
2167,20,-2,1,-1,2,1,1,1,train
2168,21,1,1,1,1,1,-1,2,train
2169,20,-1,1,-1,1,1,1,1,train
2170,20,0,0,0,0,1,-1,1,train
2171,20,0,0,0,0,0,0,0,train
2172,19,-1,1,-1,1,0,0,0,train
2173,18,-1,1,-1,1,1,-1,1,train
2174,17,-1,1,-1,1,1,-1,1,train
2175,17,0,0,0,0,1,-1,1,train
2176,16,-1,1,-1,1,0,0,0,train
2177,18,2,1,1,2,1,-1,1,train
2178,17,-1,1,-1,1,1,1,2,train
2179,18,1,1,1,1,1,-1,1,train
2180,18,0,0,0,0,1,1,1,train
2181,17,-1,1,-1,1,0,0,0,train
2182,19,2,1,1,2,1,-1,1,train
2183,17,-2,1,-1,2,1,1,2,train
2184,18,1,1,1,1,1,-1,2,train
2185,14,-4,1,-1,4,1,1,1,train
2186,14,0,0,0,0,1,-1,4,train
2187,14,0,0,0,0,0,0,0,train
2188,14,0,0,0,0,0,0,0,train
2189,14,0,0,0,0,0,0,0,train
2190,15,1,1,1,1,0,0,0,train
2191,12,-3,1,-1,3,1,1,1,train
2192,14,2,1,1,2,1,-1,3,train
2193,5,-9,1,-1,9,1,1,2,train
2194,6,1,1,1,1,1,-1,9,train
2195,5,-1,1,-1,1,1,1,1,train
2196,6,1,1,1,1,1,-1,1,train
2197,6,0,0,0,0,1,1,1,train
2198,5,-1,1,-1,1,0,0,0,train
2199,7,2,1,1,2,1,-1,1,train
2200,6,-1,1,-1,1,1,1,2,train
2201,6,0,0,0,0,1,-1,1,train
2202,8,2,1,1,2,0,0,0,train
2203,10,2,1,1,2,1,1,2,train
2204,11,1,1,1,1,1,1,2,train
2205,9,-2,1,-1,2,1,1,1,train
2206,11,2,1,1,2,1,-1,2,train
2207,13,2,1,1,2,1,1,2,train
2208,12,-1,1,-1,1,1,1,2,train
2209,10,-2,1,-1,2,1,-1,1,train
2210,12,2,1,1,2,1,-1,2,train
2211,10,-2,1,-1,2,1,1,2,train
2212,11,1,1,1,1,1,-1,2,train
2213,11,0,0,0,0,1,1,1,train
2214,6,-5,1,-1,5,0,0,0,train
2215,7,1,1,1,1,1,-1,5,train
2216,3,-4,1,-1,4,1,1,1,train
2217,3,0,0,0,0,1,-1,4,train
2218,5,2,1,1,2,0,0,0,train
2219,4,-1,1,-1,1,1,1,2,train
2220,3,-1,1,-1,1,1,-1,1,train
2221,2,-1,1,-1,1,1,-1,1,train
2222,3,1,1,1,1,1,-1,1,train
2223,4,1,1,1,1,1,1,1,train
2224,4,0,0,0,0,1,1,1,train
2225,5,1,1,1,1,0,0,0,train
2226,5,0,0,0,0,1,1,1,train
2227,5,0,0,0,0,0,0,0,train
2228,5,0,0,0,0,0,0,0,train
2229,8,3,1,1,3,0,0,0,train
2230,8,0,0,0,0,1,1,3,train
2231,9,1,1,1,1,0,0,0,train
2232,7,-2,1,-1,2,1,1,1,train
2233,8,1,1,1,1,1,-1,2,train
2234,7,-1,1,-1,1,1,1,1,train
2235,11,4,1,1,4,1,-1,1,train
2236,10,-1,1,-1,1,1,1,4,train
2237,11,1,1,1,1,1,-1,1,train
2238,13,2,1,1,2,1,1,1,train
2239,11,-2,1,-1,2,1,1,2,train
2240,11,0,0,0,0,1,-1,2,train
2241,11,0,0,0,0,0,0,0,train
2242,11,0,0,0,0,0,0,0,train
2243,11,0,0,0,0,0,0,0,train
2244,12,1,1,1,1,0,0,0,train
2245,13,1,1,1,1,1,1,1,train
2246,14,1,1,1,1,1,1,1,train
2247,14,0,0,0,0,1,1,1,train
2248,14,0,0,0,0,0,0,0,train
2249,14,0,0,0,0,0,0,0,train
2250,12,-2,1,-1,2,0,0,0,train
2251,11,-1,1,-1,1,1,-1,2,train
2252,10,-1,1,-1,1,1,-1,1,train
2253,11,1,1,1,1,1,-1,1,train
2254,12,1,1,1,1,1,1,1,train
2255,11,-1,1,-1,1,1,1,1,train
2256,12,1,1,1,1,1,-1,1,train
2257,12,0,0,0,0,1,1,1,train
2258,12,0,0,0,0,0,0,0,train
2259,14,2,1,1,2,0,0,0,train
2260,14,0,0,0,0,1,1,2,train
2261,15,1,1,1,1,0,0,0,train
2262,13,-2,1,-1,2,1,1,1,train
2263,15,2,1,1,2,1,-1,2,train
2264,14,-1,1,-1,1,1,1,2,train
2265,15,1,1,1,1,1,-1,1,train
2266,15,0,0,0,0,1,1,1,train
2267,16,1,1,1,1,0,0,0,train
2268,14,-2,1,-1,2,1,1,1,train
2269,15,1,1,1,1,1,-1,2,train
2270,14,-1,1,-1,1,1,1,1,train
2271,12,-2,1,-1,2,1,-1,1,train
2272,12,0,0,0,0,1,-1,2,train
2273,14,2,1,1,2,0,0,0,train
2274,13,-1,1,-1,1,1,1,2,train
2275,13,0,0,0,0,1,-1,1,train
2276,12,-1,1,-1,1,0,0,0,train
2277,13,1,1,1,1,1,-1,1,train
2278,11,-2,1,-1,2,1,1,1,train
2279,10,-1,1,-1,1,1,-1,2,train
2280,10,0,0,0,0,1,-1,1,train
2281,11,1,1,1,1,0,0,0,train
2282,10,-1,1,-1,1,1,1,1,train
2283,11,1,1,1,1,1,-1,1,train
2284,11,0,0,0,0,1,1,1,train
2285,11,0,0,0,0,0,0,0,train
2286,11,0,0,0,0,0,0,0,train
2287,12,1,1,1,1,0,0,0,train
2288,14,2,1,1,2,1,1,1,train
2289,13,-1,1,-1,1,1,1,2,train
2290,17,4,1,1,4,1,-1,1,train
2291,18,1,1,1,1,1,1,4,train
2292,15,-3,1,-1,3,1,1,1,train
2293,13,-2,1,-1,2,1,-1,3,train
2294,14,1,1,1,1,1,-1,2,train
2295,13,-1,1,-1,1,1,1,1,train
2296,13,0,0,0,0,1,-1,1,train
2297,13,0,0,0,0,0,0,0,train
2298,12,-1,1,-1,1,0,0,0,train
2299,13,1,1,1,1,1,-1,1,train
2300,14,1,1,1,1,1,1,1,train
2301,13,-1,1,-1,1,1,1,1,train
2302,14,1,1,1,1,1,-1,1,train
2303,15,1,1,1,1,1,1,1,train
2304,14,-1,1,-1,1,1,1,1,train
2305,15,1,1,1,1,1,-1,1,train
2306,16,1,1,1,1,1,1,1,train
2307,17,1,1,1,1,1,1,1,train
2308,15,-2,1,-1,2,1,1,1,train
2309,15,0,0,0,0,1,-1,2,train
2310,15,0,0,0,0,0,0,0,train
2311,16,1,1,1,1,0,0,0,train
2312,15,-1,1,-1,1,1,1,1,train
2313,16,1,1,1,1,1,-1,1,train
2314,15,-1,1,-1,1,1,1,1,train
2315,14,-1,1,-1,1,1,-1,1,train
2316,13,-1,1,-1,1,1,-1,1,train
2317,11,-2,1,-1,2,1,-1,1,train
2318,11,0,0,0,0,1,-1,2,train
2319,11,0,0,0,0,0,0,0,train
2320,10,-1,1,-1,1,0,0,0,train
2321,8,-2,1,-1,2,1,-1,1,train
2322,8,0,0,0,0,1,-1,2,train
2323,7,-1,1,-1,1,0,0,0,train
2324,5,-2,1,-1,2,1,-1,1,train
2325,6,1,1,1,1,1,-1,2,train
2326,9,3,1,1,3,1,1,1,train
2327,8,-1,1,-1,1,1,1,3,train
2328,8,0,0,0,0,1,-1,1,train
2329,7,-1,1,-1,1,0,0,0,train
2330,6,-1,1,-1,1,1,-1,1,train
2331,8,2,1,1,2,1,-1,1,train
2332,7,-1,1,-1,1,1,1,2,train
2333,5,-2,1,-1,2,1,-1,1,train
2334,2,-3,1,-1,3,1,-1,2,train
2335,1,-1,1,-1,1,1,-1,3,train
2336,0,-1,1,-1,1,1,-1,1,train
2337,1,1,1,1,1,1,-1,1,train
2338,1,0,0,0,0,1,1,1,train
2339,2,1,1,1,1,0,0,0,train
2340,3,1,1,1,1,1,1,1,train
2341,4,1,1,1,1,1,1,1,train
2342,3,-1,1,-1,1,1,1,1,train
2343,2,-1,1,-1,1,1,-1,1,train
2344,1,-1,1,-1,1,1,-1,1,train
2345,1,0,0,0,0,1,-1,1,train
2346,1,0,0,0,0,0,0,0,train
2347,1,0,0,0,0,0,0,0,train
2348,1,0,0,0,0,0,0,0,train
2349,0,-1,1,-1,1,0,0,0,train
2350,1,1,1,1,1,1,-1,1,train
2351,2,1,1,1,1,1,1,1,train
2352,1,-1,1,-1,1,1,1,1,train
2353,1,0,0,0,0,1,-1,1,train
2354,1,0,0,0,0,0,0,0,train
2355,1,0,0,0,0,0,0,0,train
2356,-1,-2,1,-1,2,0,0,0,train
2357,-1,0,0,0,0,1,-1,2,train
2358,-1,0,0,0,0,0,0,0,train
2359,-1,0,0,0,0,0,0,0,train
2360,-2,-1,1,-1,1,0,0,0,train
2361,-2,0,0,0,0,1,-1,1,train
2362,-1,1,1,1,1,0,0,0,train
2363,-2,-1,1,-1,1,1,1,1,train
2364,1,3,1,1,3,1,-1,1,train
2365,2,1,1,1,1,1,1,3,train
2366,-3,-5,1,-1,5,1,1,1,train
2367,-2,1,1,1,1,1,-1,5,train
2368,-3,-1,1,-1,1,1,1,1,train
2369,-4,-1,1,-1,1,1,-1,1,train
2370,-3,1,1,1,1,1,-1,1,train
2371,-4,-1,1,-1,1,1,1,1,train
2372,-4,0,0,0,0,1,-1,1,train
2373,-4,0,0,0,0,0,0,0,train
2374,-4,0,0,0,0,0,0,0,train
2375,-4,0,0,0,0,0,0,0,train
2376,-3,1,1,1,1,0,0,0,train
2377,-3,0,0,0,0,1,1,1,train
2378,-3,0,0,0,0,0,0,0,train
2379,-2,1,1,1,1,0,0,0,train
2380,-3,-1,1,-1,1,1,1,1,train
2381,-2,1,1,1,1,1,-1,1,train
2382,-3,-1,1,-1,1,1,1,1,train
2383,-2,1,1,1,1,1,-1,1,train
2384,-1,1,1,1,1,1,1,1,train
2385,-3,-2,1,-1,2,1,1,1,train
2386,-3,0,0,0,0,1,-1,2,train
2387,-5,-2,1,-1,2,0,0,0,train
2388,-4,1,1,1,1,1,-1,2,train
2389,-4,0,0,0,0,1,1,1,train
2390,1,5,1,1,5,0,0,0,train
2391,-2,-3,1,-1,3,1,1,5,train
2392,-2,0,0,0,0,1,-1,3,train
2393,-2,0,0,0,0,0,0,0,train
2394,-4,-2,1,-1,2,0,0,0,train
2395,-4,0,0,0,0,1,-1,2,train
2396,-3,1,1,1,1,0,0,0,train
2397,-5,-2,1,-1,2,1,1,1,train
2398,-5,0,0,0,0,1,-1,2,train
2399,-5,0,0,0,0,0,0,0,train
2400,-4,1,1,1,1,0,0,0,train
2401,-3,1,1,1,1,1,1,1,train
2402,-4,-1,1,-1,1,1,1,1,train
2403,-3,1,1,1,1,1,-1,1,train
2404,-4,-1,1,-1,1,1,1,1,train
2405,-4,0,0,0,0,1,-1,1,train
2406,-4,0,0,0,0,0,0,0,train
2407,-4,0,0,0,0,0,0,0,train
2408,-7,-3,1,-1,3,0,0,0,train
2409,-8,-1,1,-1,1,1,-1,3,train
2410,-7,1,1,1,1,1,-1,1,train
2411,-7,0,0,0,0,1,1,1,train
2412,-7,0,0,0,0,0,0,0,train
2413,-8,-1,1,-1,1,0,0,0,train
2414,-9,-1,1,-1,1,1,-1,1,train
2415,-8,1,1,1,1,1,-1,1,train
2416,-7,1,1,1,1,1,1,1,train
2417,-5,2,1,1,2,1,1,1,train
2418,-7,-2,1,-1,2,1,1,2,train
2419,-7,0,0,0,0,1,-1,2,train
2420,-9,-2,1,-1,2,0,0,0,train
2421,-11,-2,1,-1,2,1,-1,2,train
2422,-9,2,1,1,2,1,-1,2,train
2423,-9,0,0,0,0,1,1,2,train
2424,-9,0,0,0,0,0,0,0,train
2425,-9,0,0,0,0,0,0,0,train
2426,-9,0,0,0,0,0,0,0,train
2427,-9,0,0,0,0,0,0,0,train
2428,-9,0,0,0,0,0,0,0,train
2429,-8,1,1,1,1,0,0,0,train
2430,-10,-2,1,-1,2,1,1,1,train
2431,-10,0,0,0,0,1,-1,2,train
2432,-11,-1,1,-1,1,0,0,0,train
2433,-10,1,1,1,1,1,-1,1,train
2434,-12,-2,1,-1,2,1,1,1,train
2435,-11,1,1,1,1,1,-1,2,train
2436,-11,0,0,0,0,1,1,1,train
2437,-11,0,0,0,0,0,0,0,train
2438,-10,1,1,1,1,0,0,0,train
2439,-11,-1,1,-1,1,1,1,1,train
2440,-10,1,1,1,1,1,-1,1,train
2441,-11,-1,1,-1,1,1,1,1,train
2442,-10,1,1,1,1,1,-1,1,train
2443,-10,0,0,0,0,1,1,1,train
2444,-10,0,0,0,0,0,0,0,train
2445,-12,-2,1,-1,2,0,0,0,train
2446,-11,1,1,1,1,1,-1,2,train
2447,-12,-1,1,-1,1,1,1,1,train
2448,-11,1,1,1,1,1,-1,1,train
2449,-12,-1,1,-1,1,1,1,1,train
2450,-12,0,0,0,0,1,-1,1,train
2451,-12,0,0,0,0,0,0,0,train
2452,-12,0,0,0,0,0,0,0,train
2453,-12,0,0,0,0,0,0,0,train
2454,-14,-2,1,-1,2,0,0,0,train
2455,-13,1,1,1,1,1,-1,2,train
2456,-14,-1,1,-1,1,1,1,1,train
2457,-13,1,1,1,1,1,-1,1,train
2458,-9,4,1,1,4,1,1,1,train
2459,-8,1,1,1,1,1,1,4,train
2460,-10,-2,1,-1,2,1,1,1,train
2461,-9,1,1,1,1,1,-1,2,train
2462,-9,0,0,0,0,1,1,1,train
2463,-8,1,1,1,1,0,0,0,train
2464,-8,0,0,0,0,1,1,1,train
2465,-11,-3,1,-1,3,0,0,0,train
2466,-13,-2,1,-1,2,1,-1,3,train
2467,-11,2,1,1,2,1,-1,2,train
2468,-12,-1,1,-1,1,1,1,2,train
2469,-14,-2,1,-1,2,1,-1,1,train
2470,-16,-2,1,-1,2,1,-1,2,train
2471,-15,1,1,1,1,1,-1,2,train
2472,-17,-2,1,-1,2,1,1,1,train
2473,-17,0,0,0,0,1,-1,2,train
2474,-20,-3,1,-1,3,0,0,0,train
2475,-18,2,1,1,2,1,-1,3,train
2476,-18,0,0,0,0,1,1,2,train
2477,-19,-1,1,-1,1,0,0,0,train
2478,-19,0,0,0,0,1,-1,1,train
2479,-19,0,0,0,0,0,0,0,train
2480,-18,1,1,1,1,0,0,0,train
2481,-18,0,0,0,0,1,1,1,train
2482,-18,0,0,0,0,0,0,0,train
2483,-18,0,0,0,0,0,0,0,train
2484,-19,-1,1,-1,1,0,0,0,train
2485,-17,2,1,1,2,1,-1,1,train
2486,-22,-5,1,-1,5,1,1,2,train
2487,-19,3,1,1,3,1,-1,5,train
2488,-21,-2,1,-1,2,1,1,3,train
2489,-21,0,0,0,0,1,-1,2,train
2490,-22,-1,1,-1,1,0,0,0,train
2491,-23,-1,1,-1,1,1,-1,1,train
2492,-22,1,1,1,1,1,-1,1,train
2493,-23,-1,1,-1,1,1,1,1,train
2494,-27,-4,1,-1,4,1,-1,1,train
2495,-26,1,1,1,1,1,-1,4,train
2496,-29,-3,1,-1,3,1,1,1,train
2497,-25,4,1,1,4,1,-1,3,train
2498,-24,1,1,1,1,1,1,4,train
2499,-25,-1,1,-1,1,1,1,1,train
2500,-22,3,1,1,3,1,-1,1,train
2501,-23,-1,1,-1,1,1,1,3,train
2502,-23,0,0,0,0,1,-1,1,train
2503,-21,2,1,1,2,0,0,0,train
2504,-22,-1,1,-1,1,1,1,2,train
2505,-21,1,1,1,1,1,-1,1,train
2506,-20,1,1,1,1,1,1,1,train
2507,-20,0,0,0,0,1,1,1,train
2508,-20,0,0,0,0,0,0,0,train
2509,-19,1,1,1,1,0,0,0,train
2510,-18,1,1,1,1,1,1,1,train
2511,-21,-3,1,-1,3,1,1,1,train
2512,-21,0,0,0,0,1,-1,3,train
2513,-20,1,1,1,1,0,0,0,train
2514,-20,0,0,0,0,1,1,1,train
2515,-20,0,0,0,0,0,0,0,train
2516,-20,0,0,0,0,0,0,0,train
2517,-21,-1,1,-1,1,0,0,0,train
2518,-21,0,0,0,0,1,-1,1,train
2519,-20,1,1,1,1,0,0,0,train
2520,-20,0,0,0,0,1,1,1,train
2521,-19,1,1,1,1,0,0,0,train
2522,-20,-1,1,-1,1,1,1,1,train
2523,-21,-1,1,-1,1,1,-1,1,train
2524,-20,1,1,1,1,1,-1,1,train
2525,-19,1,1,1,1,1,1,1,train
2526,-19,0,0,0,0,1,1,1,train
2527,-19,0,0,0,0,0,0,0,train
2528,-19,0,0,0,0,0,0,0,train
2529,-11,8,1,1,8,0,0,0,train
2530,-12,-1,1,-1,1,1,1,8,train
2531,-11,1,1,1,1,1,-1,1,train
2532,-12,-1,1,-1,1,1,1,1,train
2533,-10,2,1,1,2,1,-1,1,train
2534,-10,0,0,0,0,1,1,2,train
2535,-12,-2,1,-1,2,0,0,0,train
2536,-12,0,0,0,0,1,-1,2,train
2537,-13,-1,1,-1,1,0,0,0,train
2538,-12,1,1,1,1,1,-1,1,train
2539,-14,-2,1,-1,2,1,1,1,train
2540,-15,-1,1,-1,1,1,-1,2,train
2541,-17,-2,1,-1,2,1,-1,1,train
2542,-18,-1,1,-1,1,1,-1,2,train
2543,-17,1,1,1,1,1,-1,1,train
2544,-14,3,1,1,3,1,1,1,train
2545,-14,0,0,0,0,1,1,3,train
2546,-14,0,0,0,0,0,0,0,train
2547,-14,0,0,0,0,0,0,0,train
2548,-13,1,1,1,1,0,0,0,train
2549,-14,-1,1,-1,1,1,1,1,train
2550,-13,1,1,1,1,1,-1,1,train
2551,-17,-4,1,-1,4,1,1,1,train
2552,-20,-3,1,-1,3,1,-1,4,train
2553,-19,1,1,1,1,1,-1,3,train
2554,-16,3,1,1,3,1,1,1,train
2555,-16,0,0,0,0,1,1,3,train
2556,-15,1,1,1,1,0,0,0,train
2557,-15,0,0,0,0,1,1,1,train
2558,-15,0,0,0,0,0,0,0,train
2559,-16,-1,1,-1,1,0,0,0,train
2560,-15,1,1,1,1,1,-1,1,train
2561,-14,1,1,1,1,1,1,1,train
2562,-14,0,0,0,0,1,1,1,train
2563,-15,-1,1,-1,1,0,0,0,train
2564,-15,0,0,0,0,1,-1,1,train
2565,-16,-1,1,-1,1,0,0,0,train
2566,-15,1,1,1,1,1,-1,1,train
2567,-15,0,0,0,0,1,1,1,train
2568,-15,0,0,0,0,0,0,0,train
2569,-15,0,0,0,0,0,0,0,train
2570,-17,-2,1,-1,2,0,0,0,train
2571,-15,2,1,1,2,1,-1,2,train
2572,-17,-2,1,-1,2,1,1,2,train
